"Id","SuperNodeNameForMe","range_id"
1399331413034421208314768793808145166712108059053,"968",4545837713365721339990209440702222788869623589
540496960735854419374077944193745971025355412575,"375",130302073683782959513127141550496844450402636
516841671861344210472496835749185582748589074938,"355",922123820415850964097362168442290729894002098
248904378562197243568054703109919007439103549604,"172",78421162010143895317473182367237295694716848
375873027772160480226632973520250557527678326067,"268",2282531726728903143581799323206960095856792383
394654711955917711392582960178432813128899043992,"279",2690619543695571737522305351660176352029756715
1121165112578826762711389615145398612521655169779,"778",118223491760439985001380766064132486822076169
186437020198892227253624419363487577710115971582,"130",2697395729294525608516317907868978230361798979
373590496045431577083051174197043597431821533684,"267",1709033231488784571511018582273973288341294617
682349253892449722713536062633710250085261949713,"474",418565297430906892341935213813533523556467128
1320713415158536958580766457565808922508323655846,"915",2165208612166740042414336209342575933976410594
467647510419306586361671340582253103702380483570,"324",242804380075805767433279850868774806678356703
511057805794226762277560505208459579433096673519,"352",1010770774814842058446480065469875278184000092
538877176577485105869302654283934785955613679365,"372",403589616362427323656000512356195997365107375
1121046889087066322726388234379334480034833093610,"777",325037182541584223142778730231510290001617674
402284270496696359581331201408831475464320068498,"285",362558927660602223640581772004712061354255275
1436776532856276628377067303562441205585147409859,"987",468412172145616014798924444867264458126850747
323241650545366174777159869966951360054772571566,"225",2896841515092115844235903122994364675317891419
1077908430872617915542342382526681067396094411917,"743",4112558122545652701832813858443101849572374422
1160431476622160570018241580560740607554921716050,"809",159650495394051150171029545442634618717935679
1196630759801433846629284374712536945022168336556,"836",129219925697216667817379481133988850894720498
1000842982996333052515647376645780494665476846170,"691",1228933815410414979978628068882182881668061889
1205580419992023823610853216758780052524700239431,"839",8409090143027082686460575930038059027147638867
255537111354110875747312298885102411970201777889,"176",360023076389328885921496187890615758059526478
1142022676879450246351977618923953265195918828156,"795",442401683410689439471698090282624127414856983
1219637227359216552881341457482341724891558625986,"846",3049363371659203100567184704535404320787145207
334989103127683171437640973509671400561352946469,"236",1527033280962228186088973051178411676141802505
791490860023106039247545458661852721373357914206,"552",209114519173210797486345687838860243817580641
937331552829131500182601700145371760863143267250,"652",541901488264085312591347767952056313576373404
620807650660587948918922478473751013209543244727,"432",1640110327261086383360365507395575878741173330
1353568913859515150212258205336372770729191133600,"936",2049946381547970160487553187877290332455080241
1073613089004977902888043604593712937264650931197,"741",1295507197046726075005866560909546992546351214
1002119284006205308828432845533799935753129259779,"694",542526515510919336428712083782958709928445263
803075282792351784162949522933366602639784373481,"563",848947909027852011383860611583446281495519953
935177988018178016011712898647708083024575039734,"650",850434396510063297059660558249555827073368529
860232902648041706542251941722562260924007473770,"604",88939589431955826036398664229337156883004411
1430782960428268143483139671605125602717138140531,"979",842917424283578402153838423908970978899474878
979845252437170520112565888077447786671744860918,"679",1911263160758191727902952361372243201587590473
990717491367514678270522369578901059753053322977,"685",930881520333575987849181284586171407685320605
853695571779041304856591250824091305794388265636,"599",489584292793124715526584497850457755821373993
622689601451146497780579485514486597079386035557,"435",86889226811188440648901453440334099462616085
1386359874418559382164047555749179411152423946961,"962",819932107872988372390019088268476715607315465
674069348103863596906123204097252771568346779709,"468",1109200381894970469657956608829544964705028551
539602541130081757958897234045162301902774801067,"373",725364552596652089594579761227515947161121702
130146126741453659645939135610964559058413707932,"90",156099322193029130639777393341837101465872689
1155015780331368876605787545046786120029864965476,"805",3038681727036477003773836174163895293731325039
1300572046628361757051169924624852229696535864054,"899",2186110718256874817615484357254946899338748450
622435361582620395187809119863828061044749906094,"433",1627710922032446268886641390077047835206661367
255734727251285400149693631833202249577151419249,"178",184174543270564100003338627378311805157186801
96578210226525703251900347902575635909831312631,"69",3735769371067279327011384232385742569938230502
1011490550834553388122796089877371274768079661365,"700",865071914986446611318420953130048395255578692
235466218177983791441343042851546441558580964206,"162",1777448178866805228564425385362569141671760895
258020926238703409191655433111744993126826461541,"180",1069493729260964023783248047663204660919615423
557720595709249793507590008873285713512574344651,"385",4502824083457378430159506688904418843074036978
805231556303738593695114207251338536158727933521,"566",1412583260225979103402660354112607203345863044
1096095019677472664658128560463956567692757971798,"759",942167851679103189331841088109615006549540053
274718800855335365504555574398569317106368309623,"192",1438310822001370909927531645683374697702066648
415317836689607190917019023657485708126855617009,"294",1277208299269471452979510654202770148140455741
1029488270417739203411908387748064269210014157399,"716",2248287906505929527253786263874582919492653342
931416862052963127069742042929285164593762428702,"646",2005487315249615706577214466070491139644481175
258873682906611225762863194905187722006879636202,"182",603433824983351919205616809857979617142568526
520646594328255181636239872812350100027696155091,"357",3594777889522783136688226540163032099814544549
444530140186785228412242667191314853359066809323,"311",1819377106494709387387930254761828989426620187
170442858165562306178979401553297844896499598576,"118",919613522050783161208737218433418541595980369
502953114670205869572476206846149917878718512832,"350",680889424970545073641553238918131828860504843
564362199788526518898060892922845872034222560085,"389",1407457906972075617013536211378052462286012839
594061477735080793586497411821118371708028217176,"412",5912437361745682272384696372503928685445474638
946488403381526696106489481238051005560604846209,"659",672355977071119953178256350814801348597243674
35791617559383267655667899246403445641420076417,"26",1377653656953545814909518372189605898376421058
388957929099705413220751155391567460250103663684,"274",1474583982893054218970335209474430006920253818
750455922413371168585355736016133320529152815367,"520",3020582291714538558233989860624997723384161250
217749920838215486510978524679210786445403034858,"149",122168708545564641233361377969629828865838189
701844809526849203739571890943238296138252865814,"488",1790748524336999041685357451851191559710255151
742237976699929837810787399369449142310491476246,"514",23959047740797630320870000474546217726702616
1052959820850398545833908914073326047874969585768,"731",3794968829165365441933941997868748211657087
100051239065894750783421387221220281175714629886,"73",812850160307846426347053663871475667765690721
770437986098097197867972606178317561517594114229,"533",785122653406582101670092591988816935984459927
1148179994633498363433334044046134756259289452144,"801",825941609607347931711152391099690662238409397
966874522106807495863416849037423072357256790709,"670",1697797851555386971117780452554906799423367666
326907413915743954400506206058421270105758262580,"229",207934430845018395256825855265626727183219552
273280490033333994594628042752885942408666242975,"191",297351504223318510178780090527029158097310374
1001183302764433494555637959412728854947896871455,"692",340319768100442039990582766948360282420025285
1100310250252563163552611502854239562511754165420,"763",362453731255780314696630580736496422187465515
1151977098604332399602013708872622224736133640437,"804",2434061967811418172746453248298490096675319484
607912751186858996396926985838989107704956301868,"423",128986981196272780883691882732793669475268549
567704442299057905087433311204792195852440475896,"395",1132091590908021567357118860256298408266961916
616740312475016587163141301925468417905733900524,"428",840993678116114743015955697937518409148568595
380064104005643770864529478167765733320236585261,"270",530518545954811712419450815791044076377309043
1330154572722567383611351593868385413935978408235,"924",552019135480465564317183689731957954041087532
902702680408542386591574977177537166864218740148,"629",68878811671226647644291101355564273774996241
1099947796521307383237914872273503066089566699905,"762",252040444804016446147685946249317752960384705
840426345959904879811374486763682027405992180117,"588",6613344421216566341427324028772660941091786708
1410556144067536564368495952575910068853477466756,"973",3289195292127372689435427754412968068588070944
131142696653958195763634502302944677315398757113,"91",996569912504536117695366691980118256985049181
1102012014689685293850260890359170723212604838242,"767",347613051809982536052098626222936474689990185
1125442472898431903979169441103626500462681871133,"782",1653655565269356944204885664599713747918325604
546613354938616934023670121681550280713177363565,"377",2470144245085528586823628347807891996423024755
632885196343118233774719509685412145848647626889,"440",2420919990903441796612080517404621526895053178
1010625478919566941511477668924241226372824082673,"699",4364805072487597417695989620098738113546520818
40669758613985295102056919750843300767180791252,"33",1860774003210346579961976247264296150277376367
320344809030274058932923966843956995379454680147,"224",2506466414165637138385355545633742952690204658
313932248195521555251379032852399325879703720512,"221",400304467289572361423359382034530810221018785
769652863444690615766302513586328744581609654302,"532",1245887764426323672192920815974203373775956835
83445178059971610521794000277867962755244331821,"60",3413852123519555921451670094632223905602636890
255550552708014836049690293205823937771994232448,"177",13441353903960302377994320721525801792454559
841102242331736404575270115040035360247599639230,"589",675896371831524763895628276353332841607459113
877516456163200381652282958977828127307577026530,"614",1080082932221393044345358196403212647728629362
57167454157741614446087165495675930197289530471,"47",1478180597325856742833687946910869066709720884
192521649843397219073819685561713373915587427084,"134",614649915765894373230235034386389558350323675
523145741226282925590741603824943885494926067758,"360",225991460664550399320935266277169259400973266
467404706039230780594238060731384328895702126867,"323",1290789841197034499273440542623178355284245898
263093205987957101021733722022555877738416929512,"184",4123566753040883321684228392210765645520932704
187614098309893230317834726792796143791416741781,"132",156896689818763892963102064230700657484682646
1176199205514312106286051943874905024963295779409,"821",192771202398077326473346318344747868668899248
328714159791607739563293331916819464515836034975,"230",1806745875863785162787125858398194410077772395
65051401347704663561496643600921932976995740667,"51",2271924165016802211622888677067928509723086692
639957856194668220968951798030120510778965178705,"442",5690304980723891890030877646515471164538976131
416775709053389215330068150186912497788212858583,"296",640916512933047922743120623345541859251162505
1350008568996688847866901261151787070453344045178,"934",1329383635726071688997083010826301625360614614
869010779783707392488271116589880282161516849824,"609",3459091085204316502957176504290672893064100211
793708230282374697791789373983940597556711512304,"555",228920706808149504475211652339674214627644809
351423184424976661388322548891178920064266582596,"254",357106626706070428145568989812443384747015067
685298411909533234874898596218520077562458578891,"476",1208368492847126085621374074032225421395765831
1163329211999413939302367914285943053597109424865,"814",1056394059436324565976205294969865274819247806
687164027517984148801852375196956583929333174313,"480",232656720207807764471293529077703784183878674
1441614905184025859904516776836297133294304417559,"991",383315830989376777444929320895961569536909229
828263032695723641754750133748865110744141133851,"578",994141282139724529491649393759711311275075155
829604719331674533132749028404112172294903339078,"582",608031715295591166177641982449007229557878551
162970554383163548708580737468236540896566870135,"114",516549310972557879968205622120374211117275755
229166474981536748121783860685956541914923099775,"159",376172344585797946413924306138465176902118513
2247528127872824044757172647604220031166634338,"2",805693044219829700033869608783230581518596355
43807052300517778269843088314929487577765533922,"36",255952281040472659126745967258057211367923493
721377309400889236631323406985652927319443206242,"502",931060329304073984381328359235988987513610152
957232579152845832977980277068563434325041569626,"665",789925220905037517987727218862024944892291375
559839021932198494355989305753780199820430526902,"387",352714571753874275518969765573408794255330913
950715210124726985073386235374563822630972251294,"662",931759085828083463504745828536212953269216708
473793942044579178412378639263452901228652079268,"329",3252987440826409256085530705676950692189152327
177996485685547473787432531082039151362323868820,"121",3756417275498258643454017558543016528651987226
4064661223419269786543164327927573417918540210,"4",743108469096344321958197112360927373834057309
1118571327396022142748187889939661986690972690250,"773",189233041758757095733103681467976687407804292
1143341481870209446364534340942450692131363595641,"797",1051639581162716564572141990333426888918020499
1292848791367042599538968401644108582101516197294,"893",5224645944167585464755426995205348772976102155
1322875962944423980696501061221228970454738929945,"916",2162547785887022115734603655420047946415274099
981890159727088693559956126734195214097905048994,"681",972936092097754956423494311360005533667151545
534142256604310524590732764050977264127913764900,"367",1003602998428455033494403599486707676444633262
1123368010667524897867723638270399586578476846009,"780",1703223218643265875137688436710148235182300819
699888339861539296091836744964854837922477596559,"486",1625694925117951707478576959696227371053794942
707031957656083504542678730743417573761583475478,"490",2355290026771268495003890208255255416081289510
1114083770624435453039353726736339908285992525935,"770",3910124052839849110466396714179692542226597318
1095152851825793561468796719375846952686208431745,"758",136281779537533394536684179480119154608618590
1136877031193439265856996073468935066201057024710,"791",235623427906599467487181656935590505269271314
33562484717252621988497246216350843238136354278,"24",40172334989192340047615775517305177343314754
1400703528164340890270376425668410669882489376617,"969",1372115129919681955607631860265503170381317564
15579323384622794389934001089053052009367344936,"10",307964469956569314113600043680160890986312241
809385563730924448642074654492436682390746732386,"569",2211697275661074996522013132722018634286253113
864276569466958847297440468866489430532570701339,"606",3462808936744316323552009699528309730046823761
583554066634694516426954133707521646188407429322,"409",628324237558351936909199578982410281308089886
450025864888356117807859905748977109837557740733,"314",448144629472112946763278996276911027864700770
917559406583050968660541148517811542918501873820,"636",7119175143983340908587214710786709745616704805
907155403118756059745202692142798970502402561036,"633",253242684186145121527522616254579769675362739
860813760530214530973888459166961120802523877578,"605",580857882172824431636517444398859878516403808
599904972976923824657739883213481777270298499096,"417",1126968920465600266403040326414247600485065333
1082121618208321331967935104152891914910558795675,"747",1884765942511150926318530976896245713409573434
416134792540456167407325029563566955928961696078,"295",816955850848976490306005906081247802106079069
1234483753392889798986202012142883769070495302221,"858",366085185369572573040488674795214423159431614
69876826710419856217131763582792397195676177142,"55",244733357054432798783230086488351851030476956
1147354053023891015501622891655035065597051042747,"800",2699629274473318574212396927217743348325392394
1197171329848996740924392640828741993497552600564,"838",445070361368894252584457149911370722207199530
816433668924240638462764246587568573109784476559,"572",2994313658116464634259587423276462632435760878
249370777324496723766703818451887079230974251215,"173",466398762299480198649115341968071791870701611
923781333345409857865212603047989535369639519890,"639",3278505967289387530044187579653143035680490021
1047856575507187875916226119406490512475210594592,"727",1039510824966474745954109039926106424510160875
